NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	PRIORITY	ATTRIBUTE_TYPE
INVESTIGATOR_SAMPLE_ID	Investigator Sample ID	Investigator Sample ID	STRING	1	SAMPLE
INV_16	inv(16)	inv(16) gene fusion status	STRING	1	SAMPLE
INV_3	inv(3)	inv(3)	STRING	1	SAMPLE
IN_FRAME_DELETION	In frame Deletion	In frame Deletion	STRING	1	SAMPLE
IN_FRAME_INSERTION	In frame Insertion	In frame Insertion	STRING	1	SAMPLE
IN_TRANSIT	In Transit	In Transit	STRING	1	PATIENT
IO_EBV_TESTED	IO EBV Tested	IO EBV Tested	STRING	1	SAMPLE
IO_EGC_SURVIVAL_OS_MONTHS_START_OF_IO_TO_DATE_OF_DEATH_LAST_FOLLOW_UP	EGC Overall Survival from start of IO to date of death/follow up/POD	EGC Overall Survival from start of IO to date of death/follow up/POD	STRING	1	SAMPLE
IO_MUT_GROUPS	IO Mutation Group	IO Mutation Group	STRING	1	SAMPLE
IO_OS_MONTHS_START_OF_IO	IO OS Months From Start of IO	IO OS Months From Start of IO	NUMBER	1	PATIENT
IO_PDL1_TESTED	IO PDL1 Tested	IO PDL1 Tested	STRING	1	SAMPLE
IO_PFS_MONTHS_START_OF_IO_TO_POD	IO PFS from Start of IO to POD	IO PFS from Start of IO to POD	NUMBER	1	PATIENT
IO_PFS_STATUS	IO Progression Free Status	IO Progression Free Status	STRING	1	PATIENT
IO_REGIMEN_MONOTHERAPY_VS_COMBINATION	IO Regimen Monotherapy Vs Combination	IO Regimen Monotherapy Vs Combination	STRING	1	SAMPLE
IO_RESPONSE	IO Response	IO Response	STRING	1	SAMPLE
IPI	IPI	International Prognostic Index (IPI)	NUMBER	1	PATIENT
IPILIMUMAB_DOSE_MG_PER_KG	Ipilimumab dose (mg/kg)	Ipilimumab dose (mg/kg)	STRING	1	PATIENT
IPSS_SCORE	IPSS Score	IPSS (the International Prognostic Scoring System) Score	STRING	1	PATIENT
IRB	IRB	IRB	STRING	1	PATIENT
ISCN	ISCN	ISCN.	STRING	1	PATIENT
ISHAK_FIBROSIS_SCORE	Liver fibrosis ishak score category	Liver fibrosis ishak score category	STRING	1	PATIENT
ISOPURE_PURITY	ISOpure Purity	ISOpure Purity	NUMBER	1	SAMPLE
IS_FFPE	Is FFPE	If the sample is from FFPE	STRING	1	SAMPLE
I_131_RADIATION_FIRST_TX_DOSE	I 131 radiation first tx dose	I 131 first administered dose	STRING	1	PATIENT
I_131_RADIATION_FIRST_TX_METHOD	I 131 radiation first tx method	I 131 total administered preparation technique	STRING	1	PATIENT
I_131_RADIATION_SUBSEQUENT_TX	I 131 radiation subsequent tx	I 131 subsequent administered dose	STRING	1	PATIENT
I_131_RADIATION_TX_CUMULATIVE_DOSE	I 131 radiation tx cumulative dose	I 131 total administered dose	NUMBER	1	PATIENT
JAK2_NEGATIVE	JAK2 Negative	JAK2 Negative	STRING	1	SAMPLE
JAK2_POSITIVE	JAK2 Positive	JAK2 Positive	STRING	1	SAMPLE
JAUNDICE	Jaundice	Jaundice	STRING	1	PATIENT
JEWISH_RELIGION_HERITAGE_INDICATOR	Patient Jewish Heritage Text Category	Text names for Jewish heritage categories for a patient/participant on a clinical trial.	STRING	1	PATIENT
KAPPA_OR_LAMBDA	Kappa or Lambda	Kappa or Lambda	STRING	1	SAMPLE
KARNOFSKY_PERFORMANCE_SCORE	Karnofsky Performance Score	Score from the Karnofsky Performance status scale, representing the functional capabilities of a person.	NUMBER	1	PATIENT
KARYOTYPE	Karyotype	Karyotype.	STRING	1	PATIENT
KATABI_PATH	Katabi Path	Katabi path.	STRING	1	PATIENT
KBASE_ID	Kbase Identifier	Kbase Identifier	STRING	1	PATIENT
KDM6A_MUTATION	KDM6A mutation	KDM6A mutation is present	STRING	1	SAMPLE
KERATINIZATION_SQUAMOUS_CELL	Keratinizing squamous cell carcinoma present indicator	Keratinizing squamous cell carcinoma present indicator	STRING	1	PATIENT
KITI_AGENT	KIT inhibitor type	KIT inhibitor type	STRING	1	PATIENT
KIT_INHIBITOR	KIT Inhibitor	KIT Inhibitor	STRING	1	PATIENT
KIT_LEVEL_2A	KIT Level 2A	KIT Level 2A	STRING	1	SAMPLE
KIT_NEGATIVE	Negative for KIT	Negative for KIT	STRING	1	SAMPLE
KIT_POSITIVE	Positive for KIT	Positive for KIT	STRING	1	SAMPLE
KI_67	KI 67	KI 67	STRING	1	PATIENT
KMT2A_MUTATION	KMT2A mutation	KMT2A mutation is present	STRING	1	SAMPLE
KMT2B_MUTATION_STATUS	KMT2B Mutation Status	KMT2B Mutation Status	STRING	1	SAMPLE
KMT2C_MUT	KMT2C Mutation	KMT2C Mutation	NUMBER	1	SAMPLE
KMT2D_MUTATION	KMT2D Mutation	KMT2D Mutation	STRING	1	SAMPLE
KNOWN_EXPOSURES	Known exposures	Known exposures	STRING	1	PATIENT
KNOWN_MOLECULAR_CLASSIFIER	Known Molecular Classifier	Known Molecular Classifier	STRING	1	PATIENT
KNOWN_MOLECULAR_CLASSIFIER_FINAL	Known Molecular Classifier Final	Known Molecular Classifier Final	STRING	1	PATIENT
KNOWN_MOLECULAR_CLASSIFIER_PRIMARY	Known Molecular Classifier Primary	Known Molecular Classifier Primary	STRING	1	SAMPLE
KRAS_CELLULARITY	KRAS Cellularity	KRAS Cellularity	NUMBER	1	SAMPLE
KRAS_GENE_ANALYSIS_INDICATOR	Kras gene analysis indicator	Kras gene analysis indicator	STRING	1	PATIENT
KRAS_MUTATION	KRAS Mutation	KRAS mutation is present.	STRING	1	SAMPLE
KRAS_MUTATION_IDENTIFIED_TYPE	Kras mutation identified type	Kras mutation identified type	STRING	1	PATIENT
KRAS_PROTEIN_CODING	KRAS Protein Coding	KRAS Protein Coding	NUMBER	1	SAMPLE
KSHV_HHV8_TEST	Kaposi Sarcoma - Human Herpesvirus 8 Test	Kaposi Sarcoma - Human Herpesvirus 8 Test	STRING	1	PATIENT
LARGEST_METASTATIC_BURDEN	Largest Metastatic Burden	Largest Metastatic Burden	STRING	1	PATIENT
LARGEST_SIZE	Largest Size	Largest Size	STRING	1	PATIENT
LARGE_DELETION_NUM	Large Deletion Number	Large Deletion Number	NUMBER	1	SAMPLE
LAST_CONTACT_DAYS_TO	Last Communication Contact	Time interval from a person's date of death to the date of initial pathologic diagnosis.	NUMBER	1	PATIENT
LAST_FOLLOWUP_FUDR_START	Last Follow Up Since Fudr Start (Months)	Last Follow Up Since Fudr Start (Months)	NUMBER	1	PATIENT
LAST_FOLLOWUP_STATUS	Last Followup Status	Last Followup Status	STRING	1	PATIENT
LAST_FOLLOWUP_YEAR	Year of Last Followup	Year of Last Followup	STRING	1	PATIENT
LAST_STATUS	Last Status	Last Status.	STRING	1	PATIENT
LAST_TREATMENT_REGIMEN	Last Treatment Regimen	Last Treatment Regimen	STRING	1	PATIENT
LATERALITY	Primary Tumor Laterality	For tumors in paired organs, designates the side on which the cancer originates.	STRING	1	PATIENT
LATERALITY_OF_SECOND_PRIMARY_TUMOR	Laterality of Second Primary Tumor	Laterality of Second Primary Tumor	STRING	1	SAMPLE
LATERALITY_OF_UNDESCENT	Laterality of undescent	Laterality of undescent	STRING	1	SAMPLE
LAUREN_CLASS	Lauren Class	Lauren class.	STRING	1	PATIENT
LDH_LEVEL	Laboratory Procedure Lactate Dehydrogenase Result	Information related to the result of the medical procedure that involves testing a sample of blood for lactic dehydrogenase, a family of homotetrameric cytoplasmic enzymes involved in the conversion of L-lactate and NAD to pyruvate and NADH in the final step of anaerobic glycolysis.	STRING	1	SAMPLE
LDH_NORM_RANGE_UPPER	Ldh upper limit	Ldh upper limit	STRING	1	SAMPLE
LDH_U_L	ldh (u/l)	ldh (u/l)	STRING	1	SAMPLE
LDH_YEAR	LDH Year	LDH Year	NUMBER	1	SAMPLE
LEIOMYOSARCOMA_HISTOLOGIC_SUBTYPE	Leiomyosarcoma Histologic Subtype	Text field to describe the subtype of leiomyosarcoma.	STRING	1	SAMPLE
LEIOMYOSARCOMA_UTERINE_INVOLVEMENT	Leiomyosarcoma uterine involvement	Primary tumor lower uterus segment	STRING	1	PATIENT
LEIOMYO_MAJOR_VESSEL_INVOLVEMENT	Leiomyo major vessel involvement	Leiomyosarcoma major vessel involvement	STRING	1	PATIENT
LEUKEMIA_TYPE	Leukemia Type	Leukemia Type	STRING	1	SAMPLE
LEUKOCYTE_FRACTION	Leukocyte Fraction	leukocyte_fraction	NUMBER	1	SAMPLE
LEUKOCYTE_INDEX_METHYLATION	Leukocyte Index Methylation	Leukocyte Index Methylation	NUMBER	1	SAMPLE
LEVEL_OF_NON_DESCENT	Level of non descent	Level of non descent	STRING	1	PATIENT
LIGHT_CHAIN	Light Chain	Light chain.	STRING	1	SAMPLE
LINES_OF_TX	Lines of treatment	Lines of treatment	STRING	1	PATIENT
LINES_OF_TX_PRIOR_IMPACT	Number Treatment Lines Prior To Receiving Impact Results	Number Treatment Lines Prior To Receiving Impact Results	STRING	1	SAMPLE
LIVER_FIBROSIS	Fibrosis in non-cacerous liver tissue is determined according to the New Inuyama Classification.	Fibrosis in non-cacerous liver tissue is determined according to the New Inuyama Classification.	STRING	1	PATIENT
LIVER_INVOLVEMENT	Liver Involvement	Liver Involvement	STRING	1	PATIENT
LIVER_PROGRESSION	Liver Progression	Liver Progression	STRING	1	PATIENT
LNCLIN_STS_DES	Nonsentinel Lymph Nodes are Clinically Palpable or Absent	Indicates whether nonsentinel (macroscopic) lymph nodes are clinically palpable or absent at MSKCC presentation.  Does not pertain to sentinel lymph nodes because they are never clinically palpable.	STRING	1	SAMPLE
LNDSCT_CMP_DES	Lymph Node Dissection Performed	Indicates if complete lymph node dissection was performed.	STRING	1	SAMPLE
LNDSCT_YEAR	Year Lymph Node Dissection Performed	Year when complete lymph node dissection was performed.	NUMBER	1	SAMPLE
LNEXTNODST_DES	Extranodal Soft Tissue Extension Present	Indicates if extranodal soft tissue extension is present or absent (synonymous with matted nodes).	STRING	1	SAMPLE
LNI	LNI	Lymph Node Invovlement	STRING	1	SAMPLE
LNIHC_DESC	Evidence Of Melanoma Using Immunohistochemistry	Indicates whether there is evidence of melanoma using immunohistochemistry.	STRING	1	SAMPLE
LNIMMHMB45_DES	Hmb45 Stain Shows Melanoma In Lymph Node	Indicates if HMB45 stain shows melanoma in lymph node.	STRING	1	SAMPLE
LNIMM_MELA_DES	Melan-A (Mart-1) Stain Shows Melanoma In Lymph Node	Indicates if Melan-A (Mart-1) stain shows melanoma in lymph node.	STRING	1	SAMPLE
LNINTRMETS_DES	Patient has Regionally Recurrent Skin Metastases at Initial Presentation	Indicates if patient has regionally recurrent skin metastases at initial presentation.	STRING	1	SAMPLE
LNMATTED_DESC	Presence or Absence of Matted Lymph Nodes	Indicates the presence or absence of matted lymph nodes (synonymous with extranodal extension).	STRING	1	SAMPLE
LNPROLYSCT_DES	Lymphoscintigraphy Performed	Indicates if lymphoscintigraphy has been performed.	STRING	1	SAMPLE
LNPROSUCC_DESC	Lymphoscintigraphy Successful	Indicates if lymphoscintigraphy was successful.	STRING	1	SAMPLE
LNSENTINBX_DES	Sentinel Node Biopsy Performed	Indicates if sentinel node biopsy was performed as part of patient�۪s initial diagnosis.	STRING	1	SAMPLE
LNSENTINBX_YEA	Year Sentinel Node Biopsy Performed	Year when sentinel node biopsy was performed.	NUMBER	1	SAMPLE
LNSIZE	Size Of The Largest Clinically Positive Lymph Node Removed (cm)	Size of the largest clinically positive lymph node removed (cm)	STRING	1	SAMPLE
LNSIZE_UNK_DES	Indicates If Size Of Lymph Node Is Unknown	Indicates if size of lymph node is unknown.	STRING	1	SAMPLE
LNSLNLARG_SIZE	Size Of The Largest Sentinel Lymph Node	Indicates the size of the largest sentinel lymph node.	STRING	1	SAMPLE
LN_METASTASIS_2CAT	LN Metastasis 2CAT	LT metastasis 2CAT.	STRING	1	SAMPLE
LN_METS	LN Mets	LN mets.	STRING	1	PATIENT
LOCALIZED_VS_METS_AT_DX	Localized or Metastaic at Diagnosis	Localized or Metastaic at Diagnosis	STRING	1	PATIENT
LOCAL_DESC	Locally Recurrent Disease Within 2 Cm Of Primary Tumor	Describes site of first recurrence of patient�۪s primary melanoma.  Indicates whether locally recurrent disease within 2 cm of primary melanoma.	STRING	1	SAMPLE
LOCAL_RECCURENCE_OR_DISTANT_MET	Local reccurence or distant met	Local reccurence or distant met	STRING	1	PATIENT
LOCAL_RECURRENCE	Local Recurrence	Local recurrence.	STRING	1	PATIENT
LOCAL_RECURRENCE_MONTHS	Local Recurrence (months)	Local recurrence (months).	NUMBER	1	PATIENT
LOCAL_RECURRENCE_NUM	Number of Local Recurrence	Number of Local Recurrence	NUMBER	1	PATIENT
LOCAL_RECURRENCE_PRIOR_TO_DISTANT	Local Recurrence Prior to Distant	Local Recurrence Prior to Distant	STRING	1	SAMPLE
LOCAL_RECURRENCE_YEAR	Local Recurrence Year	Local Recurrence Year	NUMBER	1	SAMPLE
LOCAL_REGIONAL_DISEASE_AT_DIAGNOSIS	Local Regional Disease at Diagnosis	Local Regional Disease at Diagnosis	STRING	1	PATIENT
LOCAL_REGIONAL_RECURENCE	Local-regional Recurrence	Positive or negative for local-regional recurrence	STRING	1	PATIENT
LOCAL_REGIONAL_RECURRENCE	Local Regional Recurrence	Local Regional Recurrence	STRING	1	PATIENT
LOCAL_RFS_MONTHS	local recurrence free survival (months)	local recurrence free survival (months)	NUMBER	1	PATIENT
LOCAL_TEST	Local Test	Local Test	STRING	1	SAMPLE
LOCATION	Location	Location	STRING	1	PATIENT
LOCATION_LUNG_PARENCHYMA	Location lung parenchyma	Location lung parenchyma	STRING	1	PATIENT
LOCOREGIONAL_RECURRENCE_INDICATOR	Locoregional recurrence indicator	Local disease recurrence	STRING	1	PATIENT
LOCO_REG_MONTHS	Locolized Reg (Months)	Locolized Reg (Months)	NUMBER	1	PATIENT
LOCO_REG_STATUS	Locolized Reg Status	Locolized Reg Status	STRING	1	PATIENT
LONGEST_DIMENSION	Longest Dimension	Longest Dimension	NUMBER	1	SAMPLE
LOSS_OF_HER2	Loss of HER2	Loss of HER2	STRING	1	SAMPLE
LOST_TO_FOLLOWUP	Lost To Followup	Lost To Followup	STRING	1	PATIENT
LOWPASS	Lowpass WGS Sequenced Sample	Lowpass WGS sequenced sample	STRING	1	SAMPLE
LOW_GRADE_HISTORY	Low Grade History	Low grade history.	STRING	1	PATIENT
LST	LST	LST	NUMBER	1	SAMPLE
LVI	Lvi	Lvi	STRING	1	PATIENT
LYMPHOCYTE_INFILTRATION	Lymphocyte Infiltration	Lymphocyte Infiltration	STRING	1	SAMPLE
LYMPHOVASCULAR_INVASION_INDICATOR	Lymphovascular invasion indicator	Lymphovascular invasion indicator	STRING	1	PATIENT
LYMPHOVASCULAR_INVASION_PRESENT	Lymphovascular invasion present	Lymphovascular invasion present	STRING	1	SAMPLE
LYMPHOVASCULAR_INVOLVEMENT	Lymphovascular involvement	Lymphovascular invasion indicator	STRING	1	PATIENT
LYMPH_NODES	Lymph Nodes	Lymph Nodes	STRING	1	PATIENT
LYMPH_NODES_AORTIC_EXAMINED_COUNT	Lymph nodes aortic examined count	Lymph nodes aortic examined count	NUMBER	1	SAMPLE
LYMPH_NODES_AORTIC_POS_BY_HE	Lymph nodes aortic pos by he	Lymph nodes aortic pos by he	NUMBER	1	SAMPLE
LYMPH_NODES_AORTIC_POS_BY_IHC	Lymph nodes aortic pos by ihc	Lymph nodes aortic pos by ihc	NUMBER	1	SAMPLE
LYMPH_NODES_AORTIC_POS_TOTAL	Lymph nodes aortic pos total	Lymph nodes aortic pos total	NUMBER	1	SAMPLE
LYMPH_NODES_EXAMINED	Primary Lymph Node Presentation Assessment Ind-3	the yes/no/unknown indicator whether a lymph node assessment was performed at the primary presentation of disease.	STRING	1	PATIENT
LYMPH_NODES_EXAMINED_HE_COUNT	Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count	Numeric value to signify the count of positive lymph nodes identified through hematoxylin and eosin (H&E) staining light microscopy.	NUMBER	1	PATIENT
LYMPH_NODES_EXAMINED_IHC_COUNT	Positive Finding Lymph Node Keratin Immunohistochemistry Staining Method Count	Numeric value to signify the count of positive lymph nodes identified through keratin immunohistochemistry (IHC) staining method,	NUMBER	1	PATIENT
LYMPH_NODES_EXAMINED_NEGATIVE	Lymph nodes examined negative	Number of lymphnodes negative	STRING	1	PATIENT
LYMPH_NODES_EXAMINED_POSITIVE	Lymph nodes examined positive	Number of lymphnodes positive	STRING	1	PATIENT
LYMPH_NODES_PELVIC_EXAMINED_COUNT	Lymph nodes pelvic examined count	Lymph nodes pelvic examined count	NUMBER	1	SAMPLE
LYMPH_NODES_PELVIC_POS_BY_IHC	Lymph nodes pelvic pos by ihc	Lymph nodes pelvic pos by ihc	NUMBER	1	SAMPLE
LYMPH_NODES_PELVIC_POS_TOTAL	Lymph nodes pelvic pos total	Lymph nodes pelvic pos total	NUMBER	1	SAMPLE
LYMPH_NODES_PELVIC_POS__BY_HE	Lymph nodes pelvic pos by he	Lymph nodes pelvic pos by he	NUMBER	1	SAMPLE
LYMPH_NODES_PREOP_IMAGING	Lymph nodes preop imaging	Lymph node preoperative scan indicator	STRING	1	PATIENT
LYMPH_NODES_PREOP_IMAGING_TYPE	Lymph nodes preop imaging type	Lymph node preoperative assessment diagnostic imaging type	STRING	1	PATIENT
LYMPH_NODES_SUPRACLAVICULAR	Diagnostic mri result outcome	Diagnostic mri result outcome	STRING	1	PATIENT
LYMPH_NODE_DISSECTION_METHOD	Lymph node dissection method	Lymphnode dissection method left	STRING	1	PATIENT
LYMPH_NODE_EXAMINED_COUNT	Lymph Node(s) Examined Number	The total number of lymph nodes removed and pathologically assessed for disease.	NUMBER	1	PATIENT
LYMPH_NODE_INVOLVEMENT	Lymphnode involvement	Lymphnode involvement noted on pathological specimen	STRING	1	SAMPLE
LYMPH_NODE_INVOLVEMENT_SITE	Nodal anatomic site	Nodal anatomic site	STRING	1	SAMPLE
LYMPH_NODE_METASTASIS	Lymph Nodes Metastasis	Lymph nodes metastasis.	STRING	1	SAMPLE
LYMPH_NODE_NECK_DISSECTION_INDICATOR	Lymph node neck dissection indicator	Lymphnode neck dissection	STRING	1	PATIENT
LYMPH_NODE_SPRD_RADIOGRAPH_EVIDENCE	Lymph node metastasis radiographic evidence	Lymph node metastasis radiographic evidence	STRING	1	SAMPLE
LYMPH_NODE_STATUS	Lymph Node Status	Lymph Node Status	STRING	1	SAMPLE
LYNCH	Lynch	Lynch	STRING	1	PATIENT
LYNCH_SYNDROME	Lynch Syndrome	Lynch Syndrome	STRING	1	PATIENT
M1_STATUS	M1 Status	M1 Status	STRING	1	SAMPLE
MACIS_SCORE	MACIS Score	MACIS Score	NUMBER	1	PATIENT
MACROPHAGES_M0	Macrophages M0	Macrophages M0	NUMBER	1	SAMPLE
MACROPHAGES_M1	Macrophages M1	Macrophages M1	NUMBER	1	SAMPLE
MACROPHAGES_M2	Macrophages M2	Macrophages M2	NUMBER	1	SAMPLE
MAF_DATA	MAF Data	MAF Data.	STRING	1	SAMPLE
MAINT_THERAPY_COURSE_COMPLETE	Maintenance Therapy Course Completion	Text field indicating for which cancer maintenance therapy was completed.	STRING	1	PATIENT
MAIN_VS_BRANCH_DUCT	Main vs. Branch Duct	Main vs. Branch Duct	STRING	1	SAMPLE
MAJOR_ANATOMIC_SITE	Major Anatomic Site	Major Anatomic Site	STRING	1	SAMPLE
MAPK_PATHWAY_ALTERATION	MAPK Pathway Alteration	MAPK  Pathway Alteration	STRING	1	SAMPLE
MARGINS_INVOLVED_HYSTERECTOMY	Cervical neoplasm pathologic margin involved type	Cervical neoplasm pathologic margin involved type	STRING	1	PATIENT
MARGIN_CODE	Margin Code	Margin Code	STRING	1	PATIENT
MARGIN_STATUS	Margin Status	Margin Status	STRING	1	SAMPLE
MARGIN_STATUS_REEXCISION	Margin status reexcision	Breast cancer surgery margin status	STRING	1	SAMPLE
MAST_CELLS_ACTIVATED	Mast cells activated	Mast cells activated	NUMBER	1	SAMPLE
MAST_CELLS_RESTING	Mast cells resting	Mast cells resting	NUMBER	1	SAMPLE
MATCHED_GERMLINE_DNA	Matched Germline DNA	Matched Germline DNA	STRING	1	SAMPLE
MATCHED_GE_ACGH	Matched GE ACGH	Matched GE acgh.	STRING	1	SAMPLE
MATCHED_NORMAL_ID	Matched Normal ID	Matched Normal ID	STRING	1	PATIENT
MATCHED_NORMAL_TISSUE	Matched Normal Tissue	Matched Normal Tissue	STRING	1	SAMPLE
MATCHED_PRE_POST	Matched pre/post (Y/N)	Matched pre/post (Y/N)	STRING	1	SAMPLE
MATCHED_STATUS	Matched Status	Matched Status	STRING	1	SAMPLE
MATCH_STATUS	Match Status	Match Status	STRING	1	PATIENT
MAXIMUM_TUMOR_BULK_ANATOMIC_SITE	Maximum tumor bulk anatomic location	Maximum tumor bulk anatomic location	STRING	1	SAMPLE
MAX_GERMLINE	MAX Germline Mutation	MAX Germline Mutation	STRING	1	SAMPLE
MB_COV	MB Cov	MB Cov	NUMBER	1	PATIENT
MC2_VARIANT_CALLS	MC2 Variant Calls	MC2 Variant Calls	STRING	1	SAMPLE
MCRC_MSS_SAMPLES	mCRC MSS Samples (Single Patient)	mCRC MSS Samples (Single Patient)	STRING	1	SAMPLE
MCRC_MSS_SAMPLES_RVSL	mCRC MSS Samples RvsL (Single Patient)	mCRC MSS Samples RvsL (Single Patient)	STRING	1	SAMPLE
MCRC_TYPE	mCRC Type	mCRC Type	STRING	1	SAMPLE
MDR	MDR	MDR.	NUMBER	1	SAMPLE
MEAN_COVERAGE	Mean Coverage (x)	Mean Coverage (x)	NUMBER	1	SAMPLE
MEAN_PLODY	mean plody	mean plody	STRING	1	SAMPLE
MEAN_TARGET_COVERAGE_NORMAL	mean target coverage normal	mean target coverage normal	STRING	1	SAMPLE
MEAN_TARGET_COVERAGE_TUMOR	mean target coverage tumor	mean target coverage tumor	STRING	1	SAMPLE
MED12_MUTATION	MED12 Mutation	MED12 Mutation is present	STRING	1	SAMPLE
MEDIA	Media	Media	STRING	1	SAMPLE
MEDIAN_COVERAGE	Median Coverage	Median coverage.	STRING	1	SAMPLE
MEDICATION	medication	medication	STRING	1	PATIENT
MEDR_PRIMARY_SITE	MedR Primary Site Location	Site of origin of disease	STRING	1	PATIENT
MEGF	Megf	Megf	NUMBER	1	PATIENT
MEGF1	Megf1	Megf1	NUMBER	1	PATIENT
MEGF2	Megf2	Megf2	NUMBER	1	PATIENT
MELF	MELF	MELF	STRING	1	SAMPLE
MENOPAUSAL_STATUS_AT_DIAGNOSIS	Menopausal Status At Diagnosis	Menopausal Status At Diagnosis	STRING	1	PATIENT
MENOPAUSE_STATUS	Menopause Status	Text term to signify the status of a woman's menopause, the permanent cessation of menses, usually defined by 6 to 12 months of amenorrhea.	STRING	1	PATIENT
MENOPAUSE_STATUS_AT_DIAGNOSIS	Menopasue status at Diagnosis	Menopasue status at Diagnosis	STRING	1	PATIENT
MENTAL_STATUS_CHANGES	Mental Status Changes	Mental status changes.	STRING	1	PATIENT
MERKEL_CELL	Merkel Cell	Merkel cells are oval receptor cells found in the skin of vertebrates that have synaptic contacts with somatosensory afferents.	STRING	1	SAMPLE
MESOTHELIOMA_DETECTION_METHOD	Mesothelioma Detection Method	Mesothelioma Detection Method	STRING	1	PATIENT
METANEPHRINE	Metanephrine Secreting	Metanephrine Secreting	STRING	1	SAMPLE
METASTASECTOMY	Metastasectomy	Metastasectomy	STRING	1	SAMPLE
METASTASECTOMY_SITE	Metastasectomy Site	Metastasectomy Site	STRING	1	SAMPLE
METASTASES_SITE_FIRST_BONE	Metastases Site First: Bone	Metastases Site First: Bone	STRING	1	SAMPLE
METASTASES_SITE_FIRST_BRAIN	Metastases Site First: Brain	Metastases Site First: Brain	STRING	1	SAMPLE
METASTASES_SITE_FIRST_GYN	Metastases Site First: Gynecological	Metastases Site First: Gynecological	STRING	1	SAMPLE
METASTASES_SITE_FIRST_LIVER	Metastases Site First: Liver	Metastases Site First: Liver	STRING	1	SAMPLE
METASTASES_SITE_FIRST_LN	Metastases Site First: Ln	Metastases Site First: Ln	STRING	1	SAMPLE
METASTASES_SITE_FIRST_LUNG	Metastases Site First: Lung	Metastases Site First: Lung	STRING	1	SAMPLE
METASTASES_SITE_FIRST_PELVIS	Metastases Site First: Pelvis	Metastases Site First: Pelvis	STRING	1	SAMPLE
METASTASES_SITE_FIRST_PERITONEUM_OMENTUM_ABDOMEN	Metastases Site First: Peritoneum, omentum, abdomen	Metastases Site First: Peritoneum, omentum, abdomen	STRING	1	SAMPLE
METASTASES_SITE_FIRST_PLEURA	Metastases Site First: Pleura	Metastases Site First: Pleura	STRING	1	SAMPLE
METASTASIS	Metastasis	Metastasis.	STRING	1	PATIENT
METASTASIS_BONE	Metastasis bone	Metastasis bone	STRING	1	PATIENT
METASTASIS_CODED	Metastasis-Coded	Metastasis-Coded	STRING	1	SAMPLE
METASTASIS_EXAMINED	Metastasis Examined	Metastasis Examined	STRING	1	PATIENT
METASTASIS_LIVER	Metastasis liver	Metastasis liver	STRING	1	PATIENT
METASTASIS_LUNG	Metastasis lung	Metastasis lung	STRING	1	PATIENT
METASTASIS_OVARY	Ovary Metastasis	Ovary Metastasis	STRING	1	PATIENT
METASTASIS_PERITONEUM	Metastasis peritoneum	Metastasis peritoneum	STRING	1	PATIENT
METASTASIS_TESTED	Metastasis Tested	Metastasis Tested	STRING	1	PATIENT
METASTATIC_BIOPSY_SITE	Metastatic Biopsy Site	Metastatic Biopsy Site	STRING	1	SAMPLE
METASTATIC_BX_MSKCC	Met Bx at MSKCC	Met Bx at MSKCC	STRING	1	PATIENT
METASTATIC_CRC	Metastatic_CRC	Metastatic_CRC	STRING	1	SAMPLE
METASTATIC_DISEASE	Metastatic disease	Metastatic disease	STRING	1	PATIENT
METASTATIC_DISEASE_CONFIRMED	Metastatic disease confirmed	Metastatic neoplasm confirmed	STRING	1	PATIENT
METASTATIC_DX	Metastatic at Diagnosis	Metastatic at Diagnosis	STRING	1	PATIENT
METASTATIC_DX_CONFIRMED_BY	Metastatic Neoplasm Confirmed Diagnosis Method Name	Metastatic Neoplasm Confirmed Diagnosis Method Name	STRING	1	SAMPLE
METASTATIC_DX_CONFIRMED_BY_OTHER	Metastatic Neoplasm Confirmed Diagnosis Method Text	Metastatic Neoplasm Confirmed Diagnosis Method Text	STRING	1	SAMPLE
METASTATIC_RESECTION	Resection of Mets	Resection of Mets	STRING	1	PATIENT
METASTATIC_SITE	Metastatic Site	The anatomic location to which the cancer has spread.	STRING	1	SAMPLE
METASTATIC_SITE_OTHER	Metastatic Site Other	Metastatic Site Other	STRING	1	SAMPLE
METASTATIC_STAGE	MET Stage	MET Stage	STRING	1	SAMPLE
METASTATIC_TUMOR_INDICATOR	Metastatic tumor indicator	Distant metastasis present ind2	STRING	1	SAMPLE
METFORMIN_USE	Metformin Used	Metformin Used	STRING	1	PATIENT
METHOD_NUCLEIC_ACID_DELIVERY	Method Nucleic Acid Delivery	Method Nucleic Acid Delivery	STRING	1	SAMPLE
METHOD_OF_DIAGNOSIS	Method of Diagnosis	Method of Diagnosis	STRING	1	PATIENT
METHOD_OF_INITIAL_PATH_DIAGNOSIS	Method Of Initial Pathologic Diagnosis	Method Of Initial Pathologic Diagnosis	STRING	1	PATIENT
METHOD_OF_INITIAL_PATH_DIAGNOSIS_OTHER	Other Method Of Initial Pathological Diagnosis	Other Method Of Initial Pathological Diagnosis	STRING	1	PATIENT
METHOD_OF_INITIAL_SAMPLE_PROCUREMENT	First Pathologic Diagnosis Biospecimen Acquisition Method Type	Text name of the procedure to secure the tissue used for the original pathologic diagnosis.	STRING	1	PATIENT
