NORMALIZED_COLUMN_HEADER	ATTRIBUTE_TYPE	DATATYPE	DESCRIPTIONS	DISPLAY_NAME	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
MYB_NFIB_CNA	SAMPLE	STRING	MYB-NFIB Fusion Gene Copy Number Alterations	MYB-NFIB Fusion Gene Copy Number Alterations	1				
MYB_NFIB_FISH	SAMPLE	STRING	MYB-NFIB FISH.	MYB-NFIB FISH	1				
MYB_NFIB_NONSYNONYMOUS_COUNT	SAMPLE	STRING	Count of non-synonymous mutations in MYB-NFIB Fusion Gene	MYB-NFIB Fusion Gene Non-synonymous Mutations	1				
MYB_NFIB_REARRANGEMENT	SAMPLE	STRING	MYB-NFIB Rearrangement Description	MYB-NFIB Rearrangement	1				
MYB_NFIB_TRANSCRIPT	SAMPLE	STRING	MYB-NFIB Transcript description.	MYB-NFIB Transcript	1				
MYB_NFIB_TRANSLOCATION	PATIENT	STRING	Description of translocations resulting in MYB-NFIB gene fusions.	MYB-NFIB Translocation	1				
MYB_VALIDATION	PATIENT	STRING	Method used for validating MYB activation	MYB Validation Method	1				
MYCN	SAMPLE	STRING	MYCN.	MYCN	1				
MYCN_AMP	SAMPLE	STRING	MYCN Amplification	MYCN Amplification	1				
MYCN_FISH	SAMPLE	STRING	MYCN FISH	MYCN FISH	1				
MYCOPLASMA_TESTED	SAMPLE	STRING	Mycoplasma Tested	Mycoplasma Tested	1				
MYC_BA	PATIENT	STRING	Myc ba	Myc ba	1				
MYC_REAR	PATIENT	STRING	Myc Rearrangements	Myc Rearrangements	1				
M_SCORE	PATIENT	NUMBER	M Score	M Score	1				
M_STAGE	PATIENT	STRING	M Stage	M Stage	1				
NAACCR_ETHNICITY	PATIENT	NUMBER	NAACCR Ethnicity	NAACCR Ethnicity	1				
NAACCR_RACE	PATIENT	NUMBER	NAACCR Race	NAACCR Race	1				
NADIR_CD4_COUNTS	SAMPLE	NUMBER	NADIR CD4 Counts	NADIR CD4 Counts	1				
NASH	PATIENT	STRING	NASH	NASH	1				
NCNNCT_OTHMETHONSP	PATIENT	STRING	Ncnnct othmethonsp	Ncnnct othmethonsp	1				
NECK_DISSECTION_TYPE	SAMPLE	STRING	Neck Dissection type	Neck Dissection type	1				
NECK_RECURRENCE	PATIENT	STRING	Neck Recurrence	Neck Recurrence	1				
NECK_RFS_MONTHS	PATIENT	NUMBER	Neck Recurrence Free Survival (months)	Neck Recurrence Free Survival (months)	1				
NECROSIS	SAMPLE	STRING	Necrosis	Necrosis	1				
NEOADJUVANT_CHEMO	PATIENT	STRING	Neoadjuvant Chemotherapy.	Neoadjuvant Chemotherapy	1				
NEOADJUVANT_CHEMOTHERAPY_RESPONDER	PATIENT	STRING	Responder to Neoadjuvant Chemotherapy	Responder to Neoadjuvant Chemotherapy	1				
NEOADJUVANT_OR_ADJUVANT	PATIENT	STRING	Neoadjuvant or Adjuvant	Neoadjuvant or Adjuvant	1				
NEOADJUVANT_SYSTEMIC_CHEMO	PATIENT	STRING	Neoadjuvant   Systemic Chemotherapy	Neoadjuvant   Systemic Chemotherapy	1				
NEOADJUVANT_TX	PATIENT	STRING	Neoadjuvant Treatment	Neoadjuvant Treatment	1				
NEOADJ_CHEMO	PATIENT	STRING	Neoadjuvant Chemotherapy.	Neoadjuvant Chemotherapy	1				
NEOADJ_TX_BEFORE_FIRST_SURGERY	PATIENT	STRING	Neoadj Systemic Treatment Before First Surgery	Neoadj Systemic Treatment Before First Surgery	1				
NEOAGCNT	SAMPLE	NUMBER	Number of neoepitops per sample	Neo-antigen Load	1				
NEOANTIGEN_BURDEN	PATIENT	NUMBER	Neoantigen Burden	Neoantigen Burden	1				
NEOCRX	PATIENT	NUMBER	Neocrx	Neocrx	1				
NEORX	PATIENT	NUMBER	Neorx	Neorx	1				
NEPC_SCORE	SAMPLE	NUMBER	NEPC Score	NEPC Score	1				
NEUROENDOCRINE_CARCINOMA	PATIENT	STRING	Neuroendocrine carcinoma	Neuroendocrine carcinoma	1				
NEUROENDOCRINE_FEATURES	SAMPLE	STRING	Neuroendocrine Features	Neuroendocrine Features	1				
NEUTROPHILS	SAMPLE	NUMBER	Neutrophils	Neutrophils	1				
NEW_NEOPLASM_EVENT_OCCURRENCE_ANATOMIC_SITE	SAMPLE	STRING	New neoplasm event occurence anatomic site	New Neoplasm Event Occurence Anatomic Site	1				
NEW_NEOPLASM_EVENT_TYPE	SAMPLE	STRING	New neoplasm event type.	New Neoplasm Event Type	1				
NEW_NEOPLASM_EVENT_TYPE_1	PATIENT	STRING	New Neoplasm Event Type 1	New Neoplasm Event Type 1	1				
NEW_PRIMARY_TESTIS_TUMOR	PATIENT	STRING	New Primary testis tumor	New Primary testis tumor	1				
NEW_TUMOR	PATIENT	STRING	Emergence of new tumor	Emergence of New Tumor	1				
NEW_TUMOR_EVENT_AFTER_INITIAL_TREATMENT	PATIENT	STRING	Yes/No/Unknown indicator to identify whether a patient has had a new tumor event after initial treatment.	New Neoplasm Event Post Initial Therapy Indicator	1				
NEW_TUMOR_EVENT_DX_INDICATOR	PATIENT	STRING	New tumor event dx indicator	New tumor event dx indicator	1				
NEW_TUMOR_EVENT_MELANOMA_COUNT	PATIENT	NUMBER	Primary anatomic site count	New tumor event melanoma count	1				
NEW_TUMOR_EVENT_OTHER_SITE	PATIENT	STRING	Other Site of New Tumor Event	Other Site of New Tumor Event	1				
NEW_TUMOR_EVENT_PRIOR_TO_BCR_TUMOR	PATIENT	STRING	New tumor dx prior submitted specimen dx	New tumor event prior to bcr tumor	1				
NEW_TUMOR_EVENT_SITE	SAMPLE	STRING	New Tumor Event Site	New Tumor Event Site	1				
NEW_TUMOR_EVENT_TYPE	SAMPLE	STRING	New Tumor Event Type	New Tumor Event Type	1				
NF1_GERMLINE	SAMPLE	STRING	NF1 Germline Mutation	NF1 Germline Mutation	1				
NF1_MUTATION	SAMPLE	STRING	NF1 Mutation	NF1 Mutation	1				
NF1_SOMATIC	SAMPLE	STRING	NF1 Somatic Mutation	NF1 Somatic Mutation	1				
NF2_FISH	SAMPLE	STRING	FISH Test on NF2	FISH Test on NF2	1				
NF2_FUSION	SAMPLE	STRING	NF2 Fusion	NF2 Fusion	1				
NF2_STATUS_ARRAY	SAMPLE	STRING	NF2 status 2.5M array	NF2 status 2.5M array	1				
NFIB_FISH	SAMPLE	STRING	NFIB FISH.	NFIB FISH	1				
NFIB_FUSION_OTHER	PATIENT	STRING	Description of other NFIB fusions.	Other NFIB Fusion	1				
NGS_TEST	SAMPLE	STRING	Sample was NGS tested	NGS Tested	1				
NI	PATIENT	NUMBER	Ni	Ni	1				
NK_CELLS_ACTIVATED	SAMPLE	NUMBER	NK cells activated	NK cells activated	1				
NK_CELLS_RESTING	SAMPLE	NUMBER	NK cells resting	NK cells resting	1				
NODAL_DESC	SAMPLE	STRING	Describes Site of first recurrence of patient�۪s primary melanoma. Describes if there are/is metastases to the regional nodal basin.	If There Are/Is Metastases To The Regional Nodal Basin	1				
NODAL_STAGE	PATIENT	STRING	Nodal stage	Nodal stage	1				
NODAL_STATUS	SAMPLE	STRING	Nodal Status	Nodal Status	1				
NODES	SAMPLE	STRING	NODES	NODES	1				
NODES_DETAILS	PATIENT	STRING	Nodes details.	Nodes Details	1				
NODES_EX	SAMPLE	NUMBER	Nodes Ex	Nodes Ex	1				
NODE_CODED	SAMPLE	STRING	Node-Coded	Node-Coded	1				
NODULE_NUMBER	PATIENT	STRING	Number of Nodules	Number of Nodules	1				
NODULE_SIZE	SAMPLE	NUMBER	Nodule Size (mm)	Nodule Size (mm)	1				
NONINVASIVE_BLADDER_CA_TX_TYPE	PATIENT	STRING	Noninvasive Bladder Cancer Treatment Type	Noninvasive Bladder Cancer Treatment Type	1				
NONINVASIVE_BLADDER_HISTORY	PATIENT	STRING	History of Noninvasive Bladder Cancer	History of Noninvasive Bladder Cancer	1				
NONSENSE_MUTATION	SAMPLE	STRING	Nonsense Mutations	Nonsense Mutations	1				
NONSILENT_DENSITY_AGE_FIT	SAMPLE	NUMBER	Nonsilent Mutation Density Residual with Age Fit	Nonsilent Mutation Density Residual with Age Fit	1				
NONSILENT_MUTATION_DENSITY	SAMPLE	NUMBER	Nonsilent Mutation Density	Nonsilent Mutation Density	1				
NONSILENT_PER_MB	SAMPLE	STRING	Non Silent per Mb	Non Silent per Mb	1				
NONSILENT_RATE	SAMPLE	NUMBER	Nonsilent Mutation Rate	Nonsilent Mutation Rate	1				
NONSTOP_MUTATION	SAMPLE	STRING	Nonstop Mutations	Nonstop Mutations	1				
NONSYNONYMOUS_MUTATION_BURDEN	PATIENT	NUMBER	Nonsynonymous Mutation Burden	Nonsynonymous Mutation Burden	1				
NONSYNONYMOUS_MUTATION_RATE	SAMPLE	NUMBER	Non-synonymous Mutation Rate	Non-synonymous Mutation Rate	1				
NON_SILENT_MUTATION	SAMPLE	STRING	Non Silent Mutations	Non Silent Mutations	1				
NON_SILENT_MUT_TP53_ATRX_CIC_FUBP1	SAMPLE	STRING	Non-silent mutations in TP53, ATRX, CIC, FUBP1	Non-silent mutations in TP53, ATRX, CIC, FUBP1	1				
NON_SILENT_SNV	SAMPLE	NUMBER	Non-Slient Single-Nucleotide Variants	Non-Slient SNVs	1				
NON_STANDARD_ADJUVANT	PATIENT	STRING	Non-Standard Adjuvant	Non-Standard Adjuvant	1				
NOREPINEPHRINE	SAMPLE	STRING	Norepinephrine Secreting	Norepinephrine Secreting	1				
NORMAL	SAMPLE	STRING	Normal	Normal	1				
NORMAL_EPITHELIUM_PERCENTAGE	SAMPLE	NUMBER	% Normal Epithelium	% Normal Epithelium	1				
NORMAL_EXOME_DEPTH	SAMPLE	NUMBER	Normal Exome Depth	Normal Exome Depth	1				
NORMAL_GENOME_COVERAGE	SAMPLE	NUMBER	Normal Genome Coverage	Normal Genome Coverage	1				
NORMAL_GENOME_LIBRARY	SAMPLE	STRING	Normal Genome Library	Normal Genome Library	1				
NORMAL_SITE	SAMPLE	STRING	Tissue where normal was derived.	Normal location	1				
NORMETANEPHRINE	SAMPLE	STRING	Normetanephrine secreting	Normetanephrine secreting	1				
NOSYSTXT	PATIENT	STRING	What is the number of prior systemic therapies (Inclusion of endocrine, cytotoxic, biologic therapies)?	What is the number of prior systemic therapies (Inclusion of endocrine, cytotoxic, biologic therapies)?	1				
NOTE	SAMPLE	STRING	Note.	Note	1				
NO_CHEMO_PROGRESSIVE	SAMPLE	STRING	No Chemo Progressive	No Chemo Progressive	1				
NO_CHEMO_PROGRESSIVE_PRIOR_BCG	SAMPLE	STRING	No Chemo Progressive Prior Bcg	No Chemo Progressive Prior Bcg	1				
NPI	PATIENT	NUMBER	Nottingham prognostic index	Nottingham prognostic index	1				
NPM1_NEGATIVE	SAMPLE	STRING	Negative for NPM1	Negative for NPM1	1				
NPM1_POSITIVE	SAMPLE	STRING	Positive for NPM1	Positive for NPM1	1				
NPM_MUTATION	SAMPLE	STRING	NPM mutation.	NPM Mutation	1				
NRAS_MUTATION	SAMPLE	STRING	NRAS Mutation	NRAS Mutation	1				
NRAS_STATUS	SAMPLE	STRING	nras status	nras status	1				
NSAID_USE	PATIENT	STRING	NSAID Used	NSAID Used	1				
NTAI	SAMPLE	NUMBER	NtAI	NtAI	1				
NTE_AFTER_INITIAL_TREATMENT	PATIENT	STRING	New Tumor Event After Initial Treatment	New Tumor Event After Initial Treatment	1				
NTE_CENT17_HER2_OTHER_SCALE	SAMPLE	STRING	Metastatic breast carcinoma pos finding other scale measurement text	Nte cent17 HER2 other scale	1				
NTE_CENT_17_HER2_RATIO	SAMPLE	NUMBER	Metastatic breast carcinoma HER2 neu chromosone 17 signal ratio value	Nte cent 17 HER2 ratio	1				
NTE_CENT_17_SIGNAL_NUMBER	SAMPLE	STRING	Metastatic breast carcinoma fluorescence in situ hybridization diagnostic proc centromere 17 signal result range	Nte cent 17 signal number	1				
NTE_ER_IHC_INTENSITY_SCORE	SAMPLE	STRING	Metastatic breast carcinoma immunohistochemistry er pos cell score	Nte er ihc intensity score	1				
NTE_ER_POSITIVITY_DEFINE_METHOD	SAMPLE	STRING	Metastatic breast carcinoma estrogen receptor detection method text	Nte er positivity define method	1				
NTE_ER_POSITIVITY_OTHER_SCALE	SAMPLE	STRING	Pos finding metastatic breast carcinoma estrogen receptor other measuremenet scale text	Nte er positivity other scale	1				
NTE_ER_STATUS	SAMPLE	STRING	Metastatic breast carcinoma estrogen receptor status	Nte er status	1				
NTE_ER_STATUS_IHC__POSITIVE	SAMPLE	STRING	Metastatic breast carcinoma estrogen receptor level cell percent category	Nte er status ihc positive	1				
NTE_HER2_FISH_DEFINE_METHOD	SAMPLE	STRING	Metastatic breast carcinoma HER2 erbb pos finding fluorescence in situ hybridization calculation method text	Nte HER2 fish define method	1				
NTE_HER2_FISH_STATUS	SAMPLE	STRING	Metastatic breast carcinoma lab proc HER2 neu in situ hybridization outcome type	Nte HER2 fish status	1				
NTE_HER2_POSITIVITY_IHC_SCORE	SAMPLE	STRING	Metastatic breast carcinoma erbb2 immunohistochemistry level result	Nte HER2 positivity ihc score	1				
NTE_HER2_POSITIVITY_METHOD	SAMPLE	STRING	Metastatic breast carcinoma HER2 erbb method calculation method text	Nte HER2 positivity method	1				
NTE_HER2_POSITIVITY_OTHER_SCALE	SAMPLE	STRING	Metastatic breast carcinoma pos finding HER2 erbb2 other measure scale text	Nte HER2 positivity other scale	1				
NTE_HER2_SIGNAL_NUMBER	SAMPLE	STRING	HER2 neu metastatic breast carcinoma copy analysis input total number	Nte HER2 signal number	1				
NTE_HER2_STATUS	SAMPLE	STRING	Metastatic breast carcinoma lab proc HER2 neu immunohistochemistry receptor status	Nte HER2 status	1				
NTE_HER2_STATUS_IHC__POSITIVE	SAMPLE	STRING	Metastatic breast carcinoma HER2 erbb pos finding cell percent category	Nte HER2 status ihc positive	1				
NTE_LESION_PATHOLOGIC_DEPTH	SAMPLE	NUMBER	Nte lesion pathologic depth	Nte lesion pathologic depth	1				
NTE_LESION_PATHOLOGIC_LENGTH	SAMPLE	NUMBER	Nte lesion pathologic length	Nte lesion pathologic length	1				
NTE_LESION_PATHOLOGIC_WIDTH	SAMPLE	NUMBER	Nte lesion pathologic width	Nte lesion pathologic width	1				
NTE_LESION_RADIOLOGIC_DEPTH	SAMPLE	NUMBER	Nte lesion radiologic depth	Nte lesion radiologic depth	1				
NTE_LESION_RADIOLOGIC_LENGTH	SAMPLE	NUMBER	Nte lesion radiologic length	Nte lesion radiologic length	1				
NTE_LESION_RADIOLOGIC_WIDTH	SAMPLE	NUMBER	Nte lesion radiologic width	Nte lesion radiologic width	1				
NTE_PR_IHC_INTENSITY_SCORE	SAMPLE	NUMBER	Metastatic breast carcinoma immunohistochemistry pr pos cell score	Nte pr ihc intensity score	1				
NTE_PR_POSITIVITY_DEFINE_METHOD	SAMPLE	STRING	Metastatic breast carcinoma progesterone receptor detection method text	Nte pr positivity define method	1				
NTE_PR_POSITIVITY_OTHER_SCALE	SAMPLE	STRING	Metastatic breast carcinoma pos finding progesterone receptor other measure scale text	Nte pr positivity other scale	1				
NTE_PR_STATUS_BY_IHC	SAMPLE	STRING	Metastatic breast carcinoma progesterone receptor status	Nte pr status by ihc	1				
NTE_PR_STATUS_IHC__POSITIVE	SAMPLE	STRING	Metastatic breast carcinoma progesterone receptor level cell percent category	Nte pr status ihc positive	1				
NUCLEAR_GRADE	PATIENT	STRING	Nuclear Grade	Nuclear Grade	1				
NUCLEAR_GRADE_III_IV	PATIENT	STRING	Nuclear Grade III IV	Nuclear Grade III IV	1				
NUMBER_DOSES_IT_THERAPY	PATIENT	STRING	Number of Doses IT Therapy	Number of Doses IT Therapy	1				
NUMBER_OF_LINES_OF_TREATMENT_FOR_MET_DISEASE	PATIENT	NUMBER	Number of Lines of Treatment For Met Disease	Number of Lines of Treatment For Met Disease	1				
NUMBER_OF_LINES_POST_IMPACT	PATIENT	STRING	Number of Lines post IMPACT	Number of Lines post IMPACT	1				
NUMBER_OF_LYMPHNODES_POSITIVE	SAMPLE	STRING	Positive Finding Lymph Node	Positive Finding Lymph Node	1				
NUMBER_OF_LYMPHNODES_POSITIVE_BY_HE	PATIENT	NUMBER	Numeric value to signify the count of positive lymph nodes identified through hematoxylin and eosin (H&E) staining light microscopy.	Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count	1				
NUMBER_OF_LYMPHNODES_POSITIVE_BY_IHC	PATIENT	STRING	Number of lymphnodes positive by ihc	Number of lymphnodes positive by ihc	1				
NUMBER_OF_ONCOGENIC_MUTATIONS	SAMPLE	STRING	Number of Oncogenic Mutations	Number of Oncogenic Mutations	1				
NUMBER_OF_PRIMARY_SITES	PATIENT	STRING	Number of Primary Sites	Number of Primary Sites	1				
NUMBER_OF_RELATIVES_DIAGNOSED	SAMPLE	NUMBER	Number of relatives diagnosed	Number of relatives diagnosed	1				
NUMBER_OF_RELATIVES_WITH_STOMACH_CANCER	PATIENT	STRING	Number of relatives with stomach cancer.	Number of Relatives w/Stomach Cancer	1				
NUMBER_OF_SITES	SAMPLE	NUMBER	Number Of Sites	Number Of Sites	1				
NUMBER_OF_TARGET_THERAPIES_RECEIVED	PATIENT	STRING	Number Of Targeted Therapies Received Relevant To Impact Results	Number Of Targeted Therapies Received Relevant To Impact Results	1				
NUMBER_OF_TUMORS	PATIENT	NUMBER	Number of Tumors	Number of Tumors	1				
NUMBER_OF_VIAL	SAMPLE	STRING	Vial number	Vial number	1				
NUMBER_PRIOR_THEARPY_REGIMENS	PATIENT	STRING	Number Prior Thearpy Regimens	Number Prior Thearpy Regimens	1				
NUMBER_VIAL	SAMPLE	STRING	Vial Number	Vial Number	1				
NUM_EXTRANODAL_SITES	PATIENT	NUMBER	Number of Extranodal Sites of Disease	Number of Extranodal Sites of Disease	1				
NUM_GENOME_WIDE_SOMATIC_MUTATIONS	SAMPLE	NUMBER	Number of Genome-Wide Somatic Mutations	Number of Genome-Wide Somatic Mutations	1				
NUM_MUT_APOBEC	SAMPLE	NUMBER	APOBEC Mutation Number	APOBEC Mutation Number	1				
NUM_MUT_CPGT	SAMPLE	NUMBER	CpGT Mutation Number	CpGT Mutation Number	1				
NUM_MUT_DBSNP	SAMPLE	NUMBER	Number of mutations in dbSNP	Number of mutations in dbSNP	1				
NUM_NONSILENT_MUTATION	SAMPLE	NUMBER	Total Number of Nonsilent Mutation	Total Number of Nonsilent Mutation	1				
NUM_PRIOR_THERAPIES	PATIENT	NUMBER	Number of Prior Therapies	Number of Prior Therapies	1				
NUM_SAMPLES_CAPTURE_MULTIPLEX	SAMPLE	STRING	NUM SAMPLES CAPTURE MULTIPLEX	NUM SAMPLES CAPTURE MULTIPLEX	1				
NUM_SILENT_MUTATION	SAMPLE	NUMBER	Total Number of Silent Mutation	Total Number of Silent Mutation	1				
NUM_SNV_WITHOUT_SNP	SAMPLE	NUMBER	Number of SNVs (Without SNPs)	Number of SNVs (Without SNPs)	1				
NUM_SOMATIC_MUTATION	SAMPLE	NUMBER	Total Number of Somatic Mutations	Total Number of Somatic Mutations	1				
NUP98_NSD1	SAMPLE	STRING	NUP98 NSD1 gene fusion	NUP98-NSD1	1				
N_POS_N_NEG	SAMPLE	STRING	N+, N-	N+,N-	1				
N_SCORE	PATIENT	NUMBER	N Score	N Score	1				
N_STAGE	PATIENT	STRING	N Stage	N Stage	1				
N_STAGE_REPORTED	PATIENT	STRING	American Joint Committee on Cancer (AJCC) Summary Stage at Diagnosis. Using the AJCC method, a breast cancer is characterized by the size of the tumor (T), the number of lymph nodes it has spread to (N), and whether or not it has metastatsized (M). Together, the T, N, and M values are used to determine the Summary stage, e.g. Stage I, Stage II, Stage III, Stage IV	MedR N Stage at Diagnosis	1				
OBSTRUCTION_WEEKS	PATIENT	NUMBER	Obstruction (Weeks)	Obstruction (Weeks)	1				
OCCUPATION_CURRENT	PATIENT	STRING	The text that describes the type of business or industry associated with a person's job.	Occupation Current	1				
OCCUPATION_PRIMARY	PATIENT	STRING	The primary occupation of the participant for most of their adult employment.	Occupation Primary	1				
OCCUPATION_PRIMARY_CHEMICAL_EXPOSURE	PATIENT	STRING	To specify an exposure to a substance with a defined atomic or molecular structure that results from, or takes part in, reactions involving changes in its structure, composition, or properties at work.	Occupation Primary Chemical Exposure	1				
OCCUPATION_PRIMARY_INDUSTRY	PATIENT	STRING	Text to describe the industry in which a person's primary occupation time was spent.	Occupation Primary Industry	1				
OCCUPATION_PRIMARY_OTHER	PATIENT	STRING	Occupation Primary Other	Occupation Primary Other	1				
OCCUPATION_PRIMARY_YEARS_WORKED	PATIENT	NUMBER	The number that describes the duration of time expressed in number of years that a person has worked in a job.	Occupation Primary Years Worked	1				
OCT_EMBEDDED	SAMPLE	STRING	Oct embedded	Oct embedded	1				
OFFICIAL_PATH	PATIENT	STRING	Official pathology.	Official Pathology	1				
OLAPARIB_DOSAGE	PATIENT	STRING	Olaparib Dosage (mg)	Olaparib Dosage (mg)	1				
OLIGOPROGRESSION	SAMPLE	STRING	Oligoprogression	Oligoprogression	1				
ONCOGENIC_ALTERATIONS	SAMPLE	STRING	Oncogenic Alterations	Oncogenic Alterations	1				
ONCOKB_LEVELS	SAMPLE	STRING	OncoKB Levels	OncoKB Levels	1				
ONCOPANEL_STATUS	PATIENT	STRING	Oncopanel status	Oncopanel status	1				
ONCOPANEL_TUMOR_TYPE	SAMPLE	STRING	Oncopanel Tumor Type	Oncopanel Tumor Type	1				
ONCOPRINT	SAMPLE	STRING	Oncoprint	Oncoprint	1				
ONCOSIGN_CLUSTER	SAMPLE	STRING	Oncosign cluster.	Oncosign Cluster	1				
ONCOSIGN_CLUSTER_2	SAMPLE	STRING	Oncosign cluster 2	Oncosign Cluster 2	1				
ONCOTREE_CODE	SAMPLE	STRING	Oncotree Code	Oncotree Code	1				
ONCOTREE_PRIMARY_NODE	SAMPLE	STRING	Oncotree Primary Node added by script	Oncotree Primary Node	1				
ONCOTREE_SECONDARY_NODE	SAMPLE	STRING	Oncotree Secondary Node added by script	Oncotree Secondary Node	1				
ONCOTYPE_OR_MAMAPRINT	SAMPLE	STRING	Oncotype or Mamaprint genomic assay	Oncotype or Mamaprint	1				
ONGOING_TREATMENT	PATIENT	STRING	Ongoing Treatment	Ongoing Treatment	1				
ORAL_CONTRACEPTION	PATIENT	STRING	Oral Contraception	Oral Contraception	1				
ORAL_CONTRACEPTION_YEARS	PATIENT	NUMBER	Oral Contraception Years	Oral Contraception Years	1				
ORIGINAL_SUBTYPE	SAMPLE	STRING	Original Subtype	Original Subtype	1				
OR_PERCENT	SAMPLE	STRING	OR Percent	OR percent	1				
OR_TIME	PATIENT	NUMBER	OR Date from Diagnosis	OR Date	1				
OS_DAYS	PATIENT	NUMBER	Overall patient survival days	Overall Survival Days	1				
OS_EVENT	PATIENT	STRING	Overall Survival Event	Overall Survival Event	1				
OS_MONTHS	PATIENT	NUMBER	Overall survival in months since initial diagonosis.	Overall Survival (Months)	1				
OS_MONTHS_ADDITIONAL	PATIENT	NUMBER	OS Months (Additonal Data)	OS Months (Additonal Data)	1				
OS_MONTHS_ADVANCED_DISEASE	PATIENT	NUMBER	Overall Survival from Advanced Disease	Overall Survival from Advanced Disease	1				
OS_MONTHS_DATE_DX	PATIENT	NUMBER	Survival Date of dx to date of death las FU months for early cases	Survival Date of dx to date of death las FU months for early cases	1				
OS_MONTHS_DMT	PATIENT	NUMBER	Overall Survival Months Reported by DMT	Overall Survival Months Reported by DMT	1				
OS_MONTHS_METS	PATIENT	NUMBER	Survival Date of mets to date of death or last FU (months)	Survival Date of mets to date of death or last FU (months)	1				
OS_MONTHS_PRIMARY	PATIENT	NUMBER	Overall survival in months since primary diagonosis.	Overall Survival (Months) from Primary Diagnosis	1				
OS_MONTHS_RECURRENCE	PATIENT	NUMBER	Overall Survival (Months), Recurrence	Overall Survival (Months), Recurrence	1				
OS_MONTHS_SEQUENCED	PATIENT	NUMBER	Overall Survival (Months), Sequenced	Overall Survival (Months), Sequenced	1				
OS_MONTHS_STAGE_IV	PATIENT	NUMBER	Overall survival in months since stage IV diagonosis	Overall Survival Stage IV Diagnosis (Months)	1				
OS_STATUS	PATIENT	STRING	Overall patient survival status.	Overall Survival Status	9				
OS_STATUS_DMT	PATIENT	STRING	Overall Status reported by DMT	Overall Status Reported by DMT	1				
OTHER_CANCER_TYPE	PATIENT	STRING	Types of Other Cancers	Types of Other Cancers	1				
OTHER_CHEMO	PATIENT	STRING	Other Chemotherapy.	Other Chemotherapy	1				
OTHER_DISEASES	PATIENT	STRING	Other diagnosed diseases	Other Diseases	1				
OTHER_DNP	SAMPLE	STRING	other DNP	other DNP	1				
OTHER_HEPATO_CARCINOMA_RISK_FACTORS	PATIENT	STRING	History hepato carcinoma risk factor other	History hepato carcinoma risk factor other	1				
OTHER_HYSTERECTOMY_TYPE	PATIENT	STRING	Hysterectomy performed text	Hysterectomy performed text	1				
OTHER_IMMUNOSUPPRESSIVE_DISEASE	PATIENT	STRING	Patient history immune system and related disorders text	Patient history immune system and related disorders text	1				
OTHER_INVOLVED_MARGINS	PATIENT	STRING	Cervical neoplasm pathologic margin involved text	Cervical neoplasm pathologic margin involved text	1				
OTHER_METHOD_OF_SAMPLE_PROCUREMENT	PATIENT	STRING	The type of procedure or method used to collect the specimen.	Specimen Collection Method	1				
OTHER_MLL	PATIENT	STRING	Other MLL.	Other MLL	1				
OTHER_PATIENT_ID	PATIENT	STRING	Legacy DMP patient identifier (DMPnnnn)	Other Patient ID	1				
OTHER_POS_NODE_LOCATION	PATIENT	STRING	Lymph node location positive pathology text	Lymph node location positive pathology text	1				
OTHER_SAMPLE_ID	SAMPLE	STRING	Other sample identifier	Other Sample ID	1				
OTHER_SITES_OF_METS	SAMPLE	STRING	Other Metastasis Sites Description	Other Metastasis Sites	1				
OTHER_SITE_OF_RELAPSE	SAMPLE	STRING	Other Site of Relapse	Other Site of Relapse	1				
OTHER_SKIN_TUMORS	PATIENT	STRING	Other Skin Tumors	Other Skin Tumors	1				
OTHER_SPECIFY_SECTION	PATIENT	STRING	Other Specify Section	Other Specify Section	1				
OTHER_SYMPTOM_DETAILS	PATIENT	STRING	Other Symptom Details	Other Symptom Details	1				
OTHER_SYMPTOM_DURATION	PATIENT	NUMBER	Other Symptom Duration (Weeks)	Other Symptom Duration (Weeks)	1				
OTHER_TREATMENT_RESPONSE	PATIENT	STRING	Other Treatment Responses	Other Treatment Responses	1				
OUTSIDE_INSTITUTE	SAMPLE	STRING	Indicates if the sample is from outside MSK	Sample is from outside MSK	1				
OUTSIDE_SURGICAL_PROCEDURES	PATIENT	STRING	Outside Surgical Procedures	Outside Surgical Procedures	1				
OVERALL_METASTATIC_BURDEN	PATIENT	STRING	Overall Metastatic Burden	Overall Metastatic Burden	1				
OVERALL_PATIENT_HISTOLOGY	PATIENT	STRING	Overall Patient Histology	Overall Patient Histology	1				
OVERALL_RESPONSE	PATIENT	STRING	Overall Response	Overall Response	1				
OVERALL_STAGE	SAMPLE	STRING	Overall Stage	Overall Stage	1				
P4EBP1_STATUS	SAMPLE	STRING	P4EBP1 Status	P4EBP1 Status	1				
P53	SAMPLE	STRING	P53.	P53	1				
P53_GENE_ANALYSIS	SAMPLE	STRING	P53 gene analysis	P53 gene analysis	1				
P53_GERMLINE	SAMPLE	STRING	P53 Germline	P53 Germline	1				
P53_MUTATION	SAMPLE	STRING	P53 Mutation	P53 Mutation	1				
PAM50_SUBTYPE	SAMPLE	STRING	PAM50 subtype	PAM50 subtype	1				
PAN_GLIOMA_DNA_METHYLATION_CLUSTER	SAMPLE	STRING	Pan-Glioma DNA Methylation Cluster	Pan-Glioma DNA Methylation Cluster	1				
