enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENST00000325303	ENSP00000322343	346	Q8IZL9	CDK20
ENST00000325307	ENSP00000359393	200	O15347	HMGB3
ENST00000325318	ENSP00000324323	142	Q8WW35	TCTEX1D2
ENST00000325321	ENSP00000313581	261	P20151	KLK2
ENST00000325324	ENSP00000316651	975	Q9UI26	IPO11
ENST00000325327	ENSP00000327054	620	Q03252	LMNB2
ENST00000325333	ENSP00000320050	172	Q9UK33	ZNF580
ENST00000325351	ENSP00000320096	323	Q8NCA9	ZNF784
ENST00000325366	ENSP00000326879	442	Q49AR2	C5orf22
ENST00000325385	ENSP00000315569	885	Q8IYB7	DIS3L2
ENST00000325404	ENSP00000323588	317	P48431	SOX2
ENST00000325411	ENSP00000326671	602	Q86VL8	SLC47A2
ENST00000325418	ENSP00000325290	798	Q8TF76	HASPIN
ENST00000325421	ENSP00000320188	562	Q8NAF0	ZNF579
ENST00000325437	ENSP00000324897	158	P63279	UBE2I
ENST00000325438	ENSP00000321834	889	Q86VP3	PACS2
ENST00000325455	ENSP00000325120	933	P06401	PGR
ENST00000325464	ENSP00000325612	877	Q9Y2X0	MED16
ENST00000325468	ENSP00000324570	721	Q8N3Y3	LARGE2
ENST00000325495	ENSP00000325376	730	P52272	HNRNPM
ENST00000325509	ENSP00000321445	206	O60682	MSC
ENST00000325542	ENSP00000317902	500	Q86XR8	CEP57
ENST00000325551	ENSP00000320434	734	Q9UBT7	CTNNAL1
ENST00000325558	ENSP00000322192	388	P0DJD8	PGA3
ENST00000325599	ENSP00000315182	577	Q6PI26	SHQ1
ENST00000325602	ENSP00000320376	354	Q9BPV8	P2RY13
ENST00000325617	ENSP00000326699	610	O14967	CLGN
ENST00000325630	ENSP00000324870	80	Q6UWN8	SPINK6
ENST00000325631	ENSP00000323264	558	Q8N4S9	MARVELD2
ENST00000325643	ENSP00000322640	1445	Q6ZUB1	SPATA31E1
ENST00000325656	ENSP00000324960	275	P57796	CABP4
ENST00000325680	ENSP00000324463	2146	P49750	YLPM1
ENST00000325686	ENSP00000317619	430	Q8IV20	LACC1
ENST00000325719	ENSP00000318956	314	Q8NGK3	OR52K2
ENST00000325722	ENSP00000318406	1049	Q8IZA0	KIAA0319L
ENST00000325748	ENSP00000318176	313	O75569	PRKRA
ENST00000325752	ENSP00000320797	453	Q9UJT1	TUBD1
ENST00000325795	ENSP00000326869	153	Q9P0S3	ORMDL1
ENST00000325805	ENSP00000319974	941	Q8WY36	BBX
ENST00000325812	ENSP00000321360	125	Q52M58	C14orf177
ENST00000325814	ENSP00000317905	379	A6NHQ4	EPOP
ENST00000325844	ENSP00000317376	194	P82912	MRPS11
ENST00000325870	ENSP00000319651	504	Q5VZB9	DMRTA1
ENST00000325874	ENSP00000312837	637	Q86YS3	RAB11FIP4
ENST00000325875	ENSP00000317039	625	Q9H9A7	RMI1
ENST00000325881	ENSP00000323435	193	Q96L94	SNX22
ENST00000325885	ENSP00000321388	426	Q9Y574	ASB4
ENST00000325888	ENSP00000327145	2725	Q14315	FLNC
ENST00000325897	ENSP00000325506	354	Q8IUQ0	CLVS1
ENST00000325926	ENSP00000314946	109	Q9NS64	RPRM
ENST00000325945	ENSP00000316339	351	Q9NYQ3	HAO2
ENST00000325954	ENSP00000322242	811	Q8N5U6	RNF10
ENST00000325980	ENSP00000357556	258	O95231	VENTX
ENST00000325995	ENSP00000321475	581	Q2WGJ6	KLHL38
ENST00000326000	ENSP00000320532	89	Q8NEX5	WFDC9
ENST00000326003	ENSP00000314151	261	P07288	KLK3
ENST00000326005	ENSP00000463013	189	O95190	OAZ2
ENST00000326010	ENSP00000324343	384	Q9UBR1	UPB1
ENST00000326016	ENSP00000316845	690	Q9NR80	ARHGEF4
ENST00000326019	ENSP00000323837	796	Q9BWU0	SLC4A1AP
ENST00000326035	ENSP00000313572	436	Q8IY84	NIM1K
ENST00000326047	ENSP00000324020	1388	Q9NS87	KIF15
ENST00000326053	ENSP00000318999	467	Q9NQ32	C11orf16
ENST00000326080	ENSP00000320604	333	Q96IV6	FAXDC2
ENST00000326085	ENSP00000324241	572	Q6NXP0	EFCAB12
ENST00000326132	ENSP00000320508	192	Q96GF1	RNF185
ENST00000326134	ENSP00000321737	1641	Q8NDA8	MROH1
ENST00000326139	ENSP00000320180	423	Q02643	GHRHR
ENST00000326152	ENSP00000316786	405	P80365	HSD11B2
ENST00000326165	ENSP00000327075	290	Q8TDQ1	CD300LF
ENST00000326172	ENSP00000325663	718	Q9BYH8	NFKBIZ
ENST00000326181	ENSP00000318944	670	Q6Q0C0	TRAF7
ENST00000326183	ENSP00000317482	305	Q96R69	OR4F4
ENST00000326194	ENSP00000322304	461	Q9H237	PORCN
ENST00000326195	ENSP00000313603	845	Q8NE71	ABCF1
ENST00000326197	ENSP00000318094	660	Q96GD3	SCMH1
ENST00000326199	ENSP00000347271	165	P46783	RPS10
ENST00000326232	ENSP00000321498	494	Q8NCC5	SLC37A3
ENST00000326233	ENSP00000316737	114	Q5T752	LCE1D
ENST00000326245	ENSP00000323587	313	Q8WWA0	ITLN1
ENST00000326258	ENSP00000326718	316	Q8NGE5	OR10A7
ENST00000326261	ENSP00000315662	1182	Q9UPP2	IQSEC3
ENST00000326266	ENSP00000326531	341	Q86W42	THOC6
ENST00000326270	ENSP00000316512	772	Q86UE8	TLK2
ENST00000326274	ENSP00000320957	317	Q8N8G2	VGLL2
ENST00000326277	ENSP00000317332	628	Q96RF0	SNX18
ENST00000326282	ENSP00000317564	161	Q96D98	EID2B
ENST00000326291	ENSP00000317144	757	Q8WXW3	PIBF1
ENST00000326294	ENSP00000325589	206	Q14761	PTPRCAP
ENST00000326303	ENSP00000323071	421	Q8N9L9	ACOT4
ENST00000326306	ENSP00000326432	355	P51685	CCR8
ENST00000326317	ENSP00000314606	502	P51688	SGSH
ENST00000326321	ENSP00000325525	455	P43630	KIR3DL2
ENST00000326361	ENSP00000325634	485	Q9UID6	ZNF639
ENST00000326382	ENSP00000325298	597	A6NNA2	SRRM3
ENST00000326397	ENSP00000388920	188	Q6NW29	RWDD4
ENST00000326402	ENSP00000317382	504	Q6YBV0	SLC36A4
ENST00000326427	ENSP00000322730	267	Q9NQX7	ITM2C
ENST00000326431	ENSP00000324775	156	Q8NEW7	TMIE
ENST00000326441	ENSP00000326581	1588	Q9GZU2	PEG3
ENST00000326442	ENSP00000318409	270	Q3YBM2	TMEM176B
ENST00000326446	ENSP00000315357	226	Q8N6S5	ARL6IP6
ENST00000326448	ENSP00000312778	777	Q9P2H3	IFT80
ENST00000326474	ENSP00000313324	247	F5H4A9	C3orf80
ENST00000326495	ENSP00000315713	1049	Q8WYL5	SSH1
ENST00000326499	ENSP00000322276	520	O95498	VNN2
ENST00000326505	ENSP00000316173	378	Q9BYG0	B3GNT5
ENST00000326524	ENSP00000317145	211	P39905	GDNF
ENST00000326529	ENSP00000320672	88	Q6YFQ2	COX6B2
ENST00000326539	ENSP00000321242	94	Q86SH4	PRNT
ENST00000326577	ENSP00000326737	129	Q9NP84	TNFRSF12A
ENST00000326581	ENSP00000322582	359	Q53FE4	C4orf17
ENST00000326587	ENSP00000325333	778	Q9Y5V3	MAGED1
ENST00000326592	ENSP00000317542	477	A8MWX3	WASH4P
ENST00000326621	ENSP00000318684	327	Q96IQ7	VSIG2
ENST00000326624	ENSP00000314153	672	Q86T24	ZBTB33
ENST00000326631	ENSP00000318075	149	Q9NW61	PLEKHJ1
ENST00000326637	ENSP00000322251	835	Q59H18	TNNI3K
ENST00000326639	ENSP00000321997	914	Q659C4	LARP1B
ENST00000326648	ENSP00000316527	1411	O15014	ZNF609
ENST00000326652	ENSP00000320757	233	A6NC51	TMEM150B
ENST00000326665	ENSP00000322609	1530	Q5RHP9	ERICH3
ENST00000326674	ENSP00000325958	201	Q8WUK0	PTPMT1
ENST00000326686	ENSP00000314145	561	Q5XG92	CES4A
ENST00000326695	ENSP00000321805	217	Q99578	RIT2
ENST00000326724	ENSP00000324196	1374	Q6ZMQ8	AATK
ENST00000326735	ENSP00000327214	1180	Q9NQ11	ATP13A2
ENST00000326737	ENSP00000317743	349	Q96MB7	HARBI1
ENST00000326739	ENSP00000321584	514	P12268	IMPDH2
ENST00000326756	ENSP00000317614	1074	Q9C0D4	ZNF518B
ENST00000326764	ENSP00000318374	800	Q96PV6	LENG8
ENST00000326765	ENSP00000324277	279	Q96LR9	APOLD1
ENST00000326771	ENSP00000326022	284	Q5TD97	FHL5
ENST00000326775	ENSP00000322872	839	Q9Y2L8	ZKSCAN5
ENST00000326783	ENSP00000314810	147	P56851	EDDM3B
ENST00000326793	ENSP00000324287	778	Q15057	ACAP2
ENST00000326799	ENSP00000318480	773	Q96TA2	YME1L1
ENST00000326828	ENSP00000315602	505	P32297	CHRNA3
ENST00000326837	ENSP00000318227	597	Q5TAQ9	DCAF8
ENST00000326840	ENSP00000321573	775	Q96PD2	DCBLD2
ENST00000326842	ENSP00000315098	147	Q14507	EDDM3A
ENST00000326855	ENSP00000322784	309	Q8NH90	OR5AK2
ENST00000326866	ENSP00000317686	310	Q96MM3	ZFP42
ENST00000326873	ENSP00000324856	433	Q15831	STK11
ENST00000326902	ENSP00000319118	304	Q9BZM3	GSX2
ENST00000326925	ENSP00000323076	184	Q9BU61	NDUFAF3
ENST00000326932	ENSP00000314910	350	Q9UBP4	DKK3
ENST00000326974	ENSP00000313995	382	Q9BQ90	KLHDC3
ENST00000327031	ENSP00000324573	1269	Q13045	FLII
ENST00000327042	ENSP00000321038	226	Q8N661	TMEM86B
ENST00000327044	ENSP00000317992	749	Q9Y3T9	NOC2L
ENST00000327047	ENSP00000322280	232	P58418	CLRN1
ENST00000327064	ENSP00000325690	608	Q86X55	CARM1
ENST00000327097	ENSP00000318916	520	Q9UEW3	MARCO
ENST00000327111	ENSP00000325819	423	P10589	NR2F1
ENST00000327134	ENSP00000314067	524	Q13177	PAK2
ENST00000327141	ENSP00000317537	197	Q08117	TLE5
ENST00000327155	ENSP00000323050	897	Q99708	RBBP8
ENST00000327158	ENSP00000320236	194	Q9Y584	TIMM22
ENST00000327216	ENSP00000323354	311	Q8NGP6	OR5M8
ENST00000327220	ENSP00000318716	186	Q8IZU0	FAM9B
ENST00000327228	ENSP00000319052	172	Q12798	CETN1
ENST00000327237	ENSP00000317579	468	Q96GQ5	C16orf58
ENST00000327239	ENSP00000316670	319	Q9BPW9	DHRS9
ENST00000327245	ENSP00000313600	1461	O94823	ATP10B
ENST00000327247	ENSP00000314508	536	P04062	GBA
ENST00000327259	ENSP00000326244	468	Q8N4L1	TMEM151A
ENST00000327268	ENSP00000319991	523	O15403	SLC16A6
ENST00000327299	ENSP00000322175	223	P27144	AK4
ENST00000327300	ENSP00000313829	443	Q07666	KHDRBS1
ENST00000327304	ENSP00000323046	275	Q9NQT5	EXOSC3
ENST00000327305	ENSP00000313088	533	Q8TDF5	NETO1
ENST00000327308	ENSP00000317943	123	Q8NAE3	LINC01555
ENST00000327325	ENSP00000316228	399	Q9H2X3	CLEC4M
ENST00000327331	ENSP00000316121	280	Q53HL2	CDCA8
ENST00000327335	ENSP00000329153	312	A6NIJ9	OR6C70
ENST00000327337	ENSP00000329995	2351	A6NE01	FAM186A
ENST00000327347	ENSP00000367893	392	P49903	SEPHS1
ENST00000327355	ENSP00000329040	159	Q3ZCQ3	FAM174B
ENST00000327357	ENSP00000331131	539	Q12899	TRIM26
ENST00000327365	ENSP00000330080	586	P36269	GGT5
ENST00000327367	ENSP00000332973	425	P84022	SMAD3
ENST00000327374	ENSP00000332721	276	Q6ICL3	TANGO2
ENST00000327381	ENSP00000328326	650	Q5GH76	XKR4
ENST00000327419	ENSP00000331581	197	Q6NUJ2	C11orf87
ENST00000327423	ENSP00000331845	2151	Q5THK1	PRR14L
ENST00000327428	ENSP00000331369	107	Q53S33	BOLA3
ENST00000327430	ENSP00000333537	1007	Q9Y467	SALL2
ENST00000327435	ENSP00000333666	179	Q9BV57	ADI1
ENST00000327441	ENSP00000333539	442	Q8TD10	MIPOL1
ENST00000327442	ENSP00000330878	516	A9QM74	KPNA7
ENST00000327443	ENSP00000329357	785	P08047	SP1
ENST00000327451	ENSP00000329033	315	Q9H1K4	SLC25A18
ENST00000327462	ENSP00000328144	309	O14581	OR7A17
ENST00000327470	ENSP00000330875	374	Q9NPI8	FANCF
ENST00000327473	ENSP00000331827	186	Q8WVP5	TNFAIP8L1
ENST00000327490	ENSP00000331298	164	Q8IYN6	UBALD2
ENST00000327492	ENSP00000331305	344	Q14106	TOB2
ENST00000327495	ENSP00000332215	428	Q16557	PSG3
ENST00000327532	ENSP00000332148	767	Q8IYY4	DZIP1L
ENST00000327535	ENSP00000327824	520	Q8IU57	IFNLR1
ENST00000327536	ENSP00000328016	292	Q5GJ75	TNFAIP8L3
ENST00000327554	ENSP00000333374	550	Q8IWA6	CCDC60
ENST00000327569	ENSP00000332756	1132	Q8NB49	ATP11C
ENST00000327582	ENSP00000361914	517	Q9BYC2	OXCT2
ENST00000327606	ENSP00000333821	297	Q01718	MC2R
ENST00000327619	ENSP00000333640	538	O00167	EYA2
ENST00000327628	ENSP00000328998	953	Q9UPV9	TRAK1
ENST00000327668	ENSP00000331465	738	P51523	ZNF84
ENST00000327669	ENSP00000328347	321	Q1W6H9	FAM110C
ENST00000327671	ENSP00000332757	479	Q6P4F1	FUT10
ENST00000327674	ENSP00000329374	415	P05543	SERPINA7
ENST00000327678	ENSP00000331376	314	Q9H4I8	SERHL2
ENST00000327681	ENSP00000333376	814	Q70EL2	USP45
ENST00000327697	ENSP00000328287	1314	Q5XPI4	RNF123
ENST00000327705	ENSP00000330200	535	Q6UXG8	BTNL9
ENST00000327720	ENSP00000328596	246	O95475	SIX6
ENST00000327726	ENSP00000332139	253	P00746	CFD
ENST00000327741	ENSP00000369349	505	Q14533	KRT81
ENST00000327757	ENSP00000330442	1458	Q6P1J6	PLB1
ENST00000327767	ENSP00000332152	297	Q96A61	TRIM52
ENST00000327772	ENSP00000330737	145	Q9UI09	NDUFA12
ENST00000327773	ENSP00000331831	678	Q14393	GAS6
ENST00000327787	ENSP00000333283	881	Q0VG06	FAAP100
ENST00000327809	ENSP00000328230	346	O14843	FFAR3
ENST00000327827	ENSP00000331720	275	Q14CZ0	C16orf72
ENST00000327835	ENSP00000331462	412	Q6ZNC4	ZNF704
ENST00000327839	ENSP00000331766	167	Q8IZS7	CLECL1
ENST00000327857	ENSP00000328359	94	P59666	DEFA3
ENST00000327858	ENSP00000331544	703	P23142	FBLN1
ENST00000327876	ENSP00000327611	430	Q9HB15	KCNK12
ENST00000327877	ENSP00000330488	319	Q8TB03	CXorf38
ENST00000327892	ENSP00000339001	444	P07437	TUBB
ENST00000327906	ENSP00000333024	381	Q9BWX1	PHF7
ENST00000327925	ENSP00000328054	221	Q6NUI1	CCDC144NL
ENST00000327928	ENSP00000330808	477	A6NHN0	OTOL1
ENST00000327930	ENSP00000333724	312	Q8NH79	OR6X1
ENST00000327939	ENSP00000329803	424	Q86SH2	ZAR1
ENST00000327946	ENSP00000330148	1009	Q9ULK0	GRID1
ENST00000327949	ENSP00000332634	486	Q8WVB3	HEXD
ENST00000327968	ENSP00000368667	631	Q86TM3	DDX53
ENST00000327987	ENSP00000332773	814	Q8IVU1	IGDCC3
ENST00000328023	ENSP00000329353	243	Q96MU5	C17orf77
ENST00000328024	ENSP00000333547	218	Q15907	RAB11B
ENST00000328041	ENSP00000333519	644	Q9HC58	SLC24A3
ENST00000328046	ENSP00000332791	604	Q96M94	KLHL15
ENST00000328051	ENSP00000332163	79	Q96PI1	SPRR4
ENST00000328064	ENSP00000330280	311	Q15620	OR8B8
ENST00000328070	ENSP00000328245	489	Q9NQZ8	ZNF71
ENST00000328078	ENSP00000327589	558	P49448	GLUD2
ENST00000328085	ENSP00000331843	350	Q9UND3	NPIPA1
ENST00000328086	ENSP00000331626	967	Q63HK3	ZKSCAN2
ENST00000328087	ENSP00000329384	179	Q9GZX6	IL22
ENST00000328089	ENSP00000330221	273	Q96BD6	SPSB1
ENST00000328090	ENSP00000328426	2430	Q5VWN6	TASOR2
ENST00000328111	ENSP00000328547	853	Q9UBC3	DNMT3B
ENST00000328114	ENSP00000329932	356	Q6DKI2	LGALS9C
ENST00000328119	ENSP00000329165	467	O76013	KRT36
ENST00000328178	ENSP00000329793	595	Q03923	ZNF85
ENST00000328188	ENSP00000329056	309	A6NHA9	OR4C46
ENST00000328194	ENSP00000328524	1287	Q6IQ26	DENND5A
ENST00000328195	ENSP00000333551	275	O94903	PLPBP
ENST00000328221	ENSP00000330825	125	P13164	IFITM1
ENST00000328224	ENSP00000328511	653	P22459	KCNA4
ENST00000328248	ENSP00000331086	257	Q2M2E3	ODF4
ENST00000328252	ENSP00000330658	1627	Q13219	PAPPA
ENST00000328257	ENSP00000329867	386	Q9Y570	PPME1
ENST00000328264	ENSP00000328676	118	P56555	DSCR4
ENST00000328268	ENSP00000332223	353	Q6UXH1	CRELD2
ENST00000328275	ENSP00000332185	315	Q96R30	OR2V2
ENST00000328278	ENSP00000327675	514	A6NHZ5	LRRC14B
ENST00000328299	ENSP00000329214	305	Q8NDV1	ST6GALNAC3
ENST00000328306	ENSP00000330320	725	Q96T83	SLC9A7
ENST00000328313	ENSP00000332656	458	Q6UWV6	ENPP7
ENST00000328314	ENSP00000328402	312	A6NM76	OR6C76
ENST00000328333	ENSP00000332371	2944	Q02388	COL7A1
ENST00000328345	ENSP00000329170	443	P20265	POU3F2
ENST00000328354	ENSP00000329178	543	O96017	CHEK2
ENST00000328375	ENSP00000332068	311	Q8WZ94	OR5P3
ENST00000328376	ENSP00000331625	170	Q8IVJ8	C3orf35
ENST00000328379	ENSP00000330389	140	Q6GMV3	PTRHD1
ENST00000328381	ENSP00000328340	432	Q8IUD6	RNF135
ENST00000328396	ENSP00000332313	504	Q7Z7B1	PIGW
ENST00000328404	ENSP00000330877	200	Q9NTU4	CATSPERZ
ENST00000328405	ENSP00000328813	1107	Q96L42	KCNH8
ENST00000328432	ENSP00000328178	205	P41236	PPP1R2
ENST00000328434	ENSP00000354762	106	Q9Y2R0	COA3
ENST00000328435	ENSP00000332602	180	P78358	CTAG1A
ENST00000328439	ENSP00000327465	1121	Q01538	MYT1
ENST00000328444	ENSP00000333358	216	Q5GAN6	RNASE10
ENST00000328449	ENSP00000330426	252	P60827	C1QTNF8
ENST00000328457	ENSP00000333751	321	Q63HM9	PLCXD3
ENST00000328459	ENSP00000336127	843	Q86TV6	TTC7B
ENST00000328463	ENSP00000329212	494	P17544	ATF7
ENST00000328472	ENSP00000333627	197	Q8N8D7	NKAIN3
ENST00000328504	ENSP00000328149	105	Q6RVD6	SPATA8
ENST00000328544	ENSP00000330138	418	P32745	SSTR3
ENST00000328546	ENSP00000333300	300	Q7Z5P4	HSD17B13
ENST00000328550	ENSP00000333660	609	Q7Z3V5	ZNF571
ENST00000328554	ENSP00000330596	364	Q7L3V2	RTL10
ENST00000328557	ENSP00000328625	692	Q86YC3	NRROS
ENST00000328559	ENSP00000332681	347	Q9P2M1	LRP2BP
ENST00000328570	ENSP00000331774	315	Q8NH02	OR2T29
ENST00000328599	ENSP00000329858	448	Q53H54	TRMT12
ENST00000328600	ENSP00000327763	655	Q86W26	NLRP10
ENST00000328611	ENSP00000333196	326	Q9H341	OR51M1
ENST00000328619	ENSP00000329403	62	P48539	PCP4
ENST00000328630	ENSP00000329942	205	Q496F6	CD300E
ENST00000328631	ENSP00000331103	426	Q9UHH9	IP6K2
ENST00000328649	ENSP00000333873	191	Q99828	CIB1
ENST00000328654	ENSP00000333725	533	P17031	ZNF26
ENST00000328655	ENSP00000333003	352	Q6UWB4	PRSS55
ENST00000328656	ENSP00000331698	375	Q99712	KCNJ15
ENST00000328664	ENSP00000331871	417	Q02161	RHD
ENST00000328666	ENSP00000329466	400	Q9NRC8	SIRT7
ENST00000328668	ENSP00000333395	569	Q5FYB1	ARSI
ENST00000328697	ENSP00000330240	373	Q96HJ3	CCDC34
ENST00000328698	ENSP00000333234	73	Q8NET1	DEFB108B
ENST00000328703	ENSP00000329002	279	O00165	HAX1
ENST00000328709	ENSP00000330730	74	Q86WW8	COA5
ENST00000328736	ENSP00000330276	1174	Q16825	PTPN21
ENST00000328739	ENSP00000328397	202	Q7Z5L0	VMO1
ENST00000328741	ENSP00000329295	252	O95157	NXPH3
ENST00000328747	ENSP00000332595	586	Q03936	ZNF92
ENST00000328759	ENSP00000331363	627	Q86XI8	ZSWIM9
ENST00000328766	ENSP00000331662	632	Q7L311	ARMCX2
ENST00000328771	ENSP00000331907	1143	Q14147	DHX34
ENST00000328782	ENSP00000330904	318	Q8NGX1	OR2T34
ENST00000328794	ENSP00000329522	237	A6NLX3	SPDYE4
ENST00000328795	ENSP00000332500	316	Q8N0Y3	OR4N4
ENST00000328796	ENSP00000328674	220	P56747	CLDN6
ENST00000328801	ENSP00000328090	596	Q7RTS5	OTOP3
ENST00000328813	ENSP00000327540	312	Q9Y5P1	OR51B2
ENST00000328823	ENSP00000332983	309	Q6ICG8	WBP2NL
ENST00000328827	ENSP00000328088	340	Q96IZ0	PAWR
ENST00000328828	ENSP00000327846	451	A6NKC9	SH2D7
ENST00000328834	ENSP00000330060	744	Q9H9A5	CNOT10
ENST00000328848	ENSP00000332198	64	Q9NPE3	NOP10
ENST00000328850	ENSP00000331504	822	P07332	FES
ENST00000328853	ENSP00000327599	293	Q6UXB4	CLEC4G
ENST00000328867	ENSP00000331636	719	Q6ZSI9	CAPN12
ENST00000328879	ENSP00000331682	634	Q53GT1	KLHL22
ENST00000328880	ENSP00000375066	363	Q8TDS4	HCAR2
ENST00000328882	ENSP00000327525	312	Q8NGB9	OR4F6
ENST00000328886	ENSP00000332404	262	Q6UXZ0	TMIGD1
ENST00000328890	ENSP00000331545	313	P47890	OR1G1
ENST00000328895	ENSP00000329292	184	Q86XP6	GKN2
ENST00000328902	ENSP00000330374	292	Q6P9H5	GIMAP6
ENST00000328908	ENSP00000330512	598	Q9Y232	CDYL
ENST00000328913	ENSP00000328118	1114	Q86YR7	MCF2L2
ENST00000328914	ENSP00000328720	733	P85037	FOXK1
ENST00000328916	ENSP00000328173	688	P09871	C1S
ENST00000328923	ENSP00000333667	504	P34897	SHMT2
ENST00000328933	ENSP00000332287	233	O43759	SYNGR1
ENST00000328942	ENSP00000333684	312	Q9UKL2	OR52A1
ENST00000328945	ENSP00000332407	393	Q8WUS8	SDR42E1
ENST00000328965	ENSP00000332613	273	Q86UD1	OAF
ENST00000328969	ENSP00000332013	531	Q8N5A5	ZGPAT
ENST00000329003	ENSP00000329684	387	O43603	GALR2
ENST00000329008	ENSP00000332498	219	Q9BXU9	CALN1
ENST00000329015	ENSP00000328495	162	Q8N2C9	UMODL1-AS1
ENST00000329021	ENSP00000333680	270	Q8NET5	NFAM1
ENST00000329035	ENSP00000332359	227	Q9H3H9	TCEAL2
ENST00000329066	ENSP00000329869	933	P07202	TPO
ENST00000329078	ENSP00000333292	549	Q8IVW8	SPNS2
ENST00000329082	ENSP00000330005	450	Q96B86	RGMA
ENST00000329106	ENSP00000333310	304	Q6IMI6	SULT1C3
ENST00000329117	ENSP00000331210	911	Q96GW7	BCAN
ENST00000329122	ENSP00000332690	71	Q3LI64	KRTAP6-1
ENST00000329125	ENSP00000329380	652	P07359	GP1BA
ENST00000329138	ENSP00000331201	777	O14964	HGS
ENST00000329146	ENSP00000328521	208	P52943	CRIP2
ENST00000329152	ENSP00000332123	673	O60299	LZTS3
ENST00000329153	ENSP00000330278	1364	Q9ULM0	PLEKHH1
ENST00000329196	ENSP00000332488	684	Q8IUH8	SPPL2C
ENST00000329198	ENSP00000327758	324	P52952	NKX2-5
ENST00000329203	ENSP00000365295	426	A6NEQ2	FAM181B
ENST00000329214	ENSP00000329360	289	Q6PK04	CCDC137
ENST00000329235	ENSP00000328789	157	P56377	AP1S2
ENST00000329245	ENSP00000328835	601	Q969P6	TOP1MT
ENST00000329251	ENSP00000331901	437	P26641	EEF1G
ENST00000329255	ENSP00000332744	411	Q9H161	ALX4
ENST00000329256	ENSP00000329008	101	Q86SG5	S100A7A
ENST00000329267	ENSP00000327386	283	Q6UWY2	PRSS57
ENST00000329271	ENSP00000329558	225	Q8TAA5	GRPEL2
ENST00000329276	ENSP00000370589	594	O00567	NOP56
ENST00000329281	ENSP00000327541	400	Q9H2G9	BLZF1
ENST00000329285	ENSP00000333802	588	Q96NL3	ZNF599
ENST00000329286	ENSP00000331748	244	Q6IQ22	RAB12
ENST00000329291	ENSP00000331643	592	Q6P3X8	PGBD2
ENST00000329293	ENSP00000332511	402	Q6UWY5	OLFML1
ENST00000329309	ENSP00000455442	97	A6NF83	NUPR2
ENST00000329312	ENSP00000331556	651	P35663	CYLC1
ENST00000329314	ENSP00000332288	209	Q5EBN2	TRIM61
ENST00000329319	ENSP00000329614	167	P58557	YBEY
ENST00000329321	ENSP00000327417	453	O43194	GPR39
ENST00000329322	ENSP00000328878	313	Q96RD3	OR52E6
ENST00000329328	ENSP00000328563	314	Q8NGE8	OR4D9
ENST00000329342	ENSP00000329199	314	P43360	MAGEA6
ENST00000329357	ENSP00000328307	645	Q8NA70	FAM47B
ENST00000329363	ENSP00000382804	253	A8MYP8	ODF3B
ENST00000329365	ENSP00000404102	315	Q8NHB1	OR2V1
ENST00000329397	ENSP00000332274	173	O75365	PTP4A3
ENST00000329399	ENSP00000360305	329	O00151	PDLIM1
ENST00000329402	ENSP00000331358	101	P01350	GAST
ENST00000329406	ENSP00000332225	165	P20382	PMCH
ENST00000329410	ENSP00000327506	224	Q6UWD8	C16orf54
ENST00000329421	ENSP00000362638	195	P49006	MARCKSL1
ENST00000329434	ENSP00000331823	322	Q8WZ92	OR5P2
ENST00000329446	ENSP00000331012	335	Q5SQS8	C10orf120
ENST00000329447	ENSP00000328768	265	Q6ZRT6	PRR23B
ENST00000329451	ENSP00000331167	634	Q8IXW0	LMNTD2
ENST00000329454	ENSP00000332162	169	Q8NEQ6	SRARP
ENST00000329464	ENSP00000332284	500	Q86WT6	TRIM69
ENST00000329468	ENSP00000333735	1156	Q9NZP6	NPAP1
ENST00000329474	ENSP00000331983	1371	Q5VZK9	CARMIL1
ENST00000329476	ENSP00000332591	381	P49146	NPY2R
ENST00000329493	ENSP00000327950	209	A6NCJ1	C19orf71
ENST00000329517	ENSP00000331313	327	Q9BYB4	GNB1L
ENST00000329542	ENSP00000332737	842	Q6ZN44	UNC5A
ENST00000329548	ENSP00000332624	450	Q6N075	MFSD5
ENST00000329553	ENSP00000331734	190	P57055	RIPPLY3
ENST00000329564	ENSP00000331572	315	Q8NH54	OR56A3
ENST00000329565	ENSP00000329287	88	O75324	SNN
ENST00000329582	ENSP00000328133	311	Q6UXL0	IL20RB
ENST00000329597	ENSP00000333203	406	P05154	SERPINA5
ENST00000329600	ENSP00000368405	385	Q6ZNW5	GDPGP1
ENST00000329608	ENSP00000327513	554	P09603	CSF1
ENST00000329615	ENSP00000332875	201	A6NJV1	C2orf70
ENST00000329621	ENSP00000332805	63	Q8IUC2	KRTAP8-1
ENST00000329627	ENSP00000331106	305	Q7Z412	PEX26
ENST00000329630	ENSP00000330838	537	Q96BV0	ZNF775
ENST00000329654	ENSP00000332116	736	Q07343	PDE4B
ENST00000329665	ENSP00000332433	491	P10073	ZSCAN22
ENST00000329687	ENSP00000332646	455	Q14728	MFSD10
ENST00000329697	ENSP00000327453	577	Q68CK6	ACSM2B
ENST00000329705	ENSP00000331176	398	O43435	TBX1
ENST00000329713	ENSP00000329918	569	Q6ZN04	MEX3B
ENST00000329715	ENSP00000328111	177	Q9H293	IL25
ENST00000329722	ENSP00000328069	330	Q6P5S2	C6orf58
